"site_id","site_name","year","start_time","visit_number","scientific_name","common_name","abundance","detections","time_of_day"
"HBEFV346","Hubbard Brook Experimental Forest",2023,"09:11:00",4,"Sitta canadensis","Red-breasted Nuthatch",1,0,"9AM to 10AM"
"HBEFV346","Hubbard Brook Experimental Forest",2023,"09:11:00",4,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"9AM to 10AM"
"HBEFV346","Hubbard Brook Experimental Forest",2023,"09:11:00",4,"Turdus migratorius","American Robin",1,0,"9AM to 10AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Catharus guttatus","Hermit Thrush",1,3,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Mniotilta varia","Black-and-white Warbler",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Setophaga virens","Black-throated Green Warbler",3,17,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Sitta canadensis","Red-breasted Nuthatch",3,1,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:16:00",2,"Turdus migratorius","American Robin",1,1,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:24:00",3,"Catharus guttatus","Hermit Thrush",1,4,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:24:00",3,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:24:00",3,"Setophaga virens","Black-throated Green Warbler",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:24:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:24:00",3,"Turdus migratorius","American Robin",2,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Catharus guttatus","Hermit Thrush",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Certhia americana","Brown Creeper",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Cyanocitta cristata","Blue Jay",1,30,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,5,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Seiurus aurocapilla","Ovenbird",2,32,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Setophaga americana","Northern Parula",2,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Setophaga virens","Black-throated Green Warbler",2,14,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,10,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Troglodytes hiemalis","Winter Wren",1,36,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Turdus migratorius","American Robin",1,0,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2022,"07:31:00",1,"Vireo solitarius","Blue-headed Vireo",1,1,"7AM to 8AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Catharus guttatus","Hermit Thrush",2,8,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Poecile atricapillus","Black-capped Chickadee",1,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Regulus satrapa","Golden-crowned Kinglet",1,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Seiurus aurocapilla","Ovenbird",4,50,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Setophaga virens","Black-throated Green Warbler",1,32,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Sitta canadensis","Red-breasted Nuthatch",1,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Sphyrapicus varius","Yellow-bellied Sapsucker",2,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Turdus migratorius","American Robin",1,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"05:30:00",4,"Vireo olivaceus","Red-eyed Vireo",1,0,"5AM to 6AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:01:00",7,"Regulus satrapa","Golden-crowned Kinglet",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:01:00",7,"Seiurus aurocapilla","Ovenbird",2,19,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:01:00",7,"Setophaga caerulescens","Black-throated Blue Warbler",1,2,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:01:00",7,"Setophaga virens","Black-throated Green Warbler",1,7,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:01:00",7,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Catharus guttatus","Hermit Thrush",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Certhia americana","Brown Creeper",2,8,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Cyanocitta cristata","Blue Jay",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Seiurus aurocapilla","Ovenbird",2,22,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Setophaga americana","Northern Parula",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Setophaga virens","Black-throated Green Warbler",2,2,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Sitta canadensis","Red-breasted Nuthatch",1,2,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Turdus migratorius","American Robin",1,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:25:00",5,"Vireo olivaceus","Red-eyed Vireo",2,0,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:44:00",6,"Poecile atricapillus","Black-capped Chickadee",1,1,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:44:00",6,"Seiurus aurocapilla","Ovenbird",3,20,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:44:00",6,"Setophaga caerulescens","Black-throated Blue Warbler",1,3,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:44:00",6,"Setophaga virens","Black-throated Green Warbler",1,2,"8AM to 9AM"
"KAWW5001","Katahdin Woods and Waters",2023,"08:44:00",6,"Vireo olivaceus","Red-eyed Vireo",1,3,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2022,"06:49:00",2,"Setophaga caerulescens","Black-throated Blue Warbler",1,0,"6AM to 7AM"
"KAWW5002","Katahdin Woods and Waters",2022,"06:49:00",2,"Setophaga virens","Black-throated Green Warbler",1,0,"6AM to 7AM"
"KAWW5002","Katahdin Woods and Waters",2022,"06:49:00",2,"Troglodytes hiemalis","Winter Wren",1,0,"6AM to 7AM"
"KAWW5002","Katahdin Woods and Waters",2022,"06:49:00",2,"Turdus migratorius","American Robin",1,0,"6AM to 7AM"
"KAWW5002","Katahdin Woods and Waters",2022,"06:49:00",2,"Vireo olivaceus","Red-eyed Vireo",1,5,"6AM to 7AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Contopus virens","Eastern Wood-Pewee",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Cyanocitta cristata","Blue Jay",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Seiurus aurocapilla","Ovenbird",2,6,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Setophaga americana","Northern Parula",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Setophaga virens","Black-throated Green Warbler",2,21,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Troglodytes hiemalis","Winter Wren",2,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Turdus migratorius","American Robin",2,18,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:51:00",1,"Vireo olivaceus","Red-eyed Vireo",2,2,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:52:00",3,"Setophaga caerulescens","Black-throated Blue Warbler",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:52:00",3,"Setophaga virens","Black-throated Green Warbler",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:52:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:52:00",3,"Troglodytes hiemalis","Winter Wren",1,0,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2022,"07:52:00",3,"Vireo olivaceus","Red-eyed Vireo",1,10,"7AM to 8AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Mniotilta varia","Black-and-white Warbler",1,0,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Poecile atricapillus","Black-capped Chickadee",1,0,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Seiurus aurocapilla","Ovenbird",3,17,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Setophaga americana","Northern Parula",2,13,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Setophaga caerulescens","Black-throated Blue Warbler",1,1,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Setophaga fusca","Blackburnian Warbler",1,0,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Setophaga virens","Black-throated Green Warbler",1,21,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Troglodytes hiemalis","Winter Wren",1,1,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Vireo olivaceus","Red-eyed Vireo",1,2,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"05:52:00",4,"Vireo solitarius","Blue-headed Vireo",1,0,"5AM to 6AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Mniotilta varia","Black-and-white Warbler",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Poecile atricapillus","Black-capped Chickadee",1,5,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Regulus satrapa","Golden-crowned Kinglet",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Seiurus aurocapilla","Ovenbird",3,20,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Setophaga americana","Northern Parula",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Setophaga caerulescens","Black-throated Blue Warbler",1,23,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Setophaga coronata","Yellow-rumped Warbler",2,4,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Setophaga virens","Black-throated Green Warbler",1,2,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Turdus migratorius","American Robin",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Vireo olivaceus","Red-eyed Vireo",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:03:00",5,"Vireo solitarius","Blue-headed Vireo",1,7,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Regulus satrapa","Golden-crowned Kinglet",1,7,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Seiurus aurocapilla","Ovenbird",1,13,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Setophaga americana","Northern Parula",2,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Setophaga caerulescens","Black-throated Blue Warbler",2,36,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Setophaga fusca","Blackburnian Warbler",2,17,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Setophaga virens","Black-throated Green Warbler",2,23,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"8AM to 9AM"
"KAWW5002","Katahdin Woods and Waters",2023,"08:21:00",6,"Vireo olivaceus","Red-eyed Vireo",2,0,"8AM to 9AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:19:00",3,"Contopus virens","Eastern Wood-Pewee",1,15,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:19:00",3,"Seiurus aurocapilla","Ovenbird",2,10,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:19:00",3,"Setophaga americana","Northern Parula",1,9,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:19:00",3,"Setophaga pinus","Pine Warbler",1,28,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:19:00",3,"Vireo olivaceus","Red-eyed Vireo",4,3,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Mniotilta varia","Black-and-white Warbler",2,1,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Seiurus aurocapilla","Ovenbird",3,36,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Setophaga americana","Northern Parula",1,0,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Setophaga fusca","Blackburnian Warbler",1,0,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Troglodytes hiemalis","Winter Wren",1,0,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"07:20:00",1,"Vireo olivaceus","Red-eyed Vireo",1,10,"7AM to 8AM"
"KAWW5003","Katahdin Woods and Waters",2023,"08:01:00",2,"Cyanocitta cristata","Blue Jay",2,0,"8AM to 9AM"
"KAWW5003","Katahdin Woods and Waters",2023,"08:01:00",2,"Seiurus aurocapilla","Ovenbird",3,15,"8AM to 9AM"
"KAWW5003","Katahdin Woods and Waters",2023,"08:01:00",2,"Setophaga americana","Northern Parula",2,3,"8AM to 9AM"
"KAWW5003","Katahdin Woods and Waters",2023,"08:01:00",2,"Vireo olivaceus","Red-eyed Vireo",1,11,"8AM to 9AM"
"KAWW5004","Katahdin Woods and Waters",2023,"06:56:00",3,"Regulus satrapa","Golden-crowned Kinglet",1,11,"6AM to 7AM"
"KAWW5004","Katahdin Woods and Waters",2023,"06:56:00",3,"Seiurus aurocapilla","Ovenbird",2,16,"6AM to 7AM"
"KAWW5004","Katahdin Woods and Waters",2023,"06:56:00",3,"Setophaga virens","Black-throated Green Warbler",1,0,"6AM to 7AM"
"KAWW5004","Katahdin Woods and Waters",2023,"06:56:00",3,"Vireo olivaceus","Red-eyed Vireo",1,3,"6AM to 7AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,10,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Seiurus aurocapilla","Ovenbird",3,29,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Setophaga americana","Northern Parula",1,0,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Setophaga coronata","Yellow-rumped Warbler",2,11,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Setophaga fusca","Blackburnian Warbler",1,3,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Setophaga virens","Black-throated Green Warbler",1,3,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Vireo olivaceus","Red-eyed Vireo",2,8,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",1,"Vireo solitarius","Blue-headed Vireo",1,2,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Cyanocitta cristata","Blue Jay",1,11,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Poecile atricapillus","Black-capped Chickadee",1,0,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Regulus satrapa","Golden-crowned Kinglet",3,20,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Seiurus aurocapilla","Ovenbird",5,52,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Setophaga fusca","Blackburnian Warbler",1,13,"7AM to 8AM"
"KAWW5004","Katahdin Woods and Waters",2023,"07:41:00",2,"Setophaga pinus","Pine Warbler",1,1,"7AM to 8AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:20:00",3,"Setophaga americana","Northern Parula",1,0,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:20:00",3,"Setophaga fusca","Blackburnian Warbler",2,50,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:20:00",3,"Setophaga virens","Black-throated Green Warbler",1,34,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:20:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,1,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:20:00",3,"Vireo olivaceus","Red-eyed Vireo",1,1,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Cyanocitta cristata","Blue Jay",3,2,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Seiurus aurocapilla","Ovenbird",1,12,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Setophaga americana","Northern Parula",1,20,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Setophaga coronata","Yellow-rumped Warbler",2,1,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Setophaga fusca","Blackburnian Warbler",1,0,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Setophaga virens","Black-throated Green Warbler",1,57,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Sitta canadensis","Red-breasted Nuthatch",1,0,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"06:28:00",2,"Vireo olivaceus","Red-eyed Vireo",2,6,"6AM to 7AM"
"KAWW5005","Katahdin Woods and Waters",2023,"07:38:00",1,"Cyanocitta cristata","Blue Jay",1,0,"7AM to 8AM"
"KAWW5005","Katahdin Woods and Waters",2023,"07:38:00",1,"Seiurus aurocapilla","Ovenbird",1,20,"7AM to 8AM"
"KAWW5005","Katahdin Woods and Waters",2023,"07:38:00",1,"Setophaga virens","Black-throated Green Warbler",1,28,"7AM to 8AM"
"KAWW5005","Katahdin Woods and Waters",2023,"07:38:00",1,"Vireo olivaceus","Red-eyed Vireo",1,1,"7AM to 8AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Catharus guttatus","Hermit Thrush",2,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Cyanocitta cristata","Blue Jay",1,5,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Poecile atricapillus","Black-capped Chickadee",2,64,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Regulus satrapa","Golden-crowned Kinglet",2,31,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Seiurus aurocapilla","Ovenbird",3,46,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Setophaga fusca","Blackburnian Warbler",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Setophaga virens","Black-throated Green Warbler",1,11,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Sitta canadensis","Red-breasted Nuthatch",1,3,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Sphyrapicus varius","Yellow-bellied Sapsucker",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Troglodytes hiemalis","Winter Wren",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Turdus migratorius","American Robin",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:08:00",2,"Vireo olivaceus","Red-eyed Vireo",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:40:00",3,"Catharus guttatus","Hermit Thrush",1,7,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:40:00",3,"Seiurus aurocapilla","Ovenbird",3,6,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:40:00",3,"Setophaga caerulescens","Black-throated Blue Warbler",1,7,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:40:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,0,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"06:40:00",3,"Vireo olivaceus","Red-eyed Vireo",1,12,"6AM to 7AM"
"KAWW5006","Katahdin Woods and Waters",2023,"08:01:00",1,"Cyanocitta cristata","Blue Jay",1,0,"8AM to 9AM"
"KAWW5006","Katahdin Woods and Waters",2023,"08:01:00",1,"Seiurus aurocapilla","Ovenbird",1,6,"8AM to 9AM"
"KAWW5006","Katahdin Woods and Waters",2023,"08:01:00",1,"Setophaga coronata","Yellow-rumped Warbler",1,0,"8AM to 9AM"
"KAWW5006","Katahdin Woods and Waters",2023,"08:01:00",1,"Setophaga fusca","Blackburnian Warbler",1,1,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Certhia americana","Brown Creeper",2,9,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Mniotilta varia","Black-and-white Warbler",1,0,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Regulus satrapa","Golden-crowned Kinglet",1,0,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Seiurus aurocapilla","Ovenbird",1,0,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Setophaga caerulescens","Black-throated Blue Warbler",1,4,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Setophaga coronata","Yellow-rumped Warbler",1,18,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Setophaga fusca","Blackburnian Warbler",2,3,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Setophaga virens","Black-throated Green Warbler",2,2,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Sitta canadensis","Red-breasted Nuthatch",1,0,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Troglodytes hiemalis","Winter Wren",1,0,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"06:08:00",1,"Vireo solitarius","Blue-headed Vireo",2,1,"6AM to 7AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:02:00",2,"Cyanocitta cristata","Blue Jay",1,13,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:02:00",2,"Poecile atricapillus","Black-capped Chickadee",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:02:00",2,"Regulus satrapa","Golden-crowned Kinglet",4,43,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:02:00",2,"Sitta canadensis","Red-breasted Nuthatch",3,2,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:02:00",2,"Troglodytes hiemalis","Winter Wren",1,17,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Catharus guttatus","Hermit Thrush",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Cyanocitta cristata","Blue Jay",1,17,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Poecile atricapillus","Black-capped Chickadee",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Regulus satrapa","Golden-crowned Kinglet",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Sitta canadensis","Red-breasted Nuthatch",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2022,"08:40:00",3,"Troglodytes hiemalis","Winter Wren",1,0,"8AM to 9AM"
"KAWW5015","Katahdin Woods and Waters",2023,"05:34:00",6,"Cyanocitta cristata","Blue Jay",1,32,"5AM to 6AM"
"KAWW5015","Katahdin Woods and Waters",2023,"05:34:00",6,"Poecile atricapillus","Black-capped Chickadee",1,0,"5AM to 6AM"
"KAWW5015","Katahdin Woods and Waters",2023,"05:34:00",6,"Regulus satrapa","Golden-crowned Kinglet",1,23,"5AM to 6AM"
"KAWW5015","Katahdin Woods and Waters",2023,"05:34:00",6,"Seiurus aurocapilla","Ovenbird",1,3,"5AM to 6AM"
"KAWW5015","Katahdin Woods and Waters",2023,"05:34:00",6,"Setophaga americana","Northern Parula",3,0,"5AM to 6AM"
